 x      300.00000000000000        1000.0000000000000     
  -676.700  0.000000E+00  0.000000E+00  0.000000E+00
  -676.600  0.000000E+00  0.000000E+00  0.000000E+00
  -676.500  0.000000E+00  0.000000E+00  0.000000E+00
  -676.400  0.000000E+00  0.000000E+00  0.000000E+00
  -676.300  0.000000E+00  0.000000E+00  0.000000E+00
  -676.200  0.000000E+00  0.000000E+00  0.000000E+00
  -676.100  0.000000E+00  0.000000E+00  0.000000E+00
  -676.000  0.000000E+00  0.000000E+00  0.000000E+00
  -675.900  0.000000E+00  0.000000E+00  0.000000E+00
  -675.800  0.000000E+00  0.000000E+00  0.000000E+00
  -675.700  0.000000E+00  0.000000E+00  0.000000E+00
  -675.600  0.000000E+00  0.000000E+00  0.000000E+00
  -675.500  0.000000E+00  0.000000E+00  0.000000E+00
  -675.400  0.000000E+00  0.000000E+00  0.000000E+00
  -675.300  0.000000E+00  0.000000E+00  0.000000E+00
  -675.200  0.000000E+00  0.000000E+00  0.000000E+00
  -675.100  0.000000E+00  0.000000E+00  0.000000E+00
  -675.000  0.000000E+00  0.000000E+00  0.000000E+00
  -674.900  0.000000E+00  0.000000E+00  0.000000E+00
  -674.800  0.000000E+00  0.000000E+00  0.000000E+00
  -674.700  0.000000E+00  0.000000E+00  0.000000E+00
  -674.600  0.000000E+00  0.000000E+00  0.000000E+00
  -674.500  0.000000E+00  0.000000E+00  0.000000E+00
  -674.400  0.000000E+00  0.000000E+00  0.000000E+00
  -674.300  0.000000E+00  0.000000E+00  0.000000E+00
  -674.200  0.000000E+00  0.000000E+00  0.000000E+00
  -674.100  0.000000E+00  0.000000E+00  0.000000E+00
  -674.000  0.000000E+00  0.000000E+00  0.000000E+00
  -673.900  0.000000E+00  0.000000E+00  0.000000E+00
  -673.800  0.000000E+00  0.000000E+00  0.000000E+00
  -673.700  0.000000E+00  0.000000E+00  0.000000E+00
  -673.600  0.000000E+00  0.000000E+00  0.000000E+00
  -673.500  0.000000E+00  0.000000E+00  0.000000E+00
  -673.400  0.000000E+00  0.000000E+00  0.000000E+00
  -673.300  0.000000E+00  0.000000E+00  0.000000E+00
  -673.200  0.000000E+00  0.000000E+00  0.000000E+00
  -673.100  0.000000E+00  0.000000E+00  0.000000E+00
  -673.000  0.000000E+00  0.000000E+00  0.000000E+00
  -672.900  0.000000E+00  0.000000E+00  0.000000E+00
  -672.800  0.000000E+00  0.000000E+00  0.000000E+00
  -672.700  0.000000E+00  0.000000E+00  0.000000E+00
  -672.600  0.000000E+00  0.000000E+00  0.000000E+00
  -672.500  0.000000E+00  0.000000E+00  0.000000E+00
  -672.400  0.000000E+00  0.000000E+00  0.000000E+00
  -672.300  0.000000E+00  0.000000E+00  0.000000E+00
  -672.200  0.000000E+00  0.000000E+00  0.000000E+00
  -672.100  0.000000E+00  0.000000E+00  0.000000E+00
  -672.000  0.000000E+00  0.000000E+00  0.000000E+00
  -671.900  0.000000E+00  0.000000E+00  0.000000E+00
  -671.800  0.000000E+00  0.000000E+00  0.000000E+00
  -671.700  0.000000E+00  0.000000E+00  0.000000E+00
  -671.600  0.000000E+00  0.000000E+00  0.000000E+00
  -671.500  0.000000E+00  0.000000E+00  0.000000E+00
  -671.400  0.000000E+00  0.000000E+00  0.000000E+00
  -671.300  0.000000E+00  0.000000E+00  0.000000E+00
  -671.200  0.000000E+00  0.000000E+00  0.000000E+00
  -671.100  0.000000E+00  0.000000E+00  0.000000E+00
  -671.000  0.000000E+00  0.000000E+00  0.000000E+00
  -670.900  0.000000E+00  0.000000E+00  0.000000E+00
  -670.800  0.000000E+00  0.000000E+00  0.000000E+00
  -670.700  0.000000E+00  0.000000E+00  0.000000E+00
  -670.600  0.000000E+00  0.000000E+00  0.000000E+00
  -670.500  0.000000E+00  0.000000E+00  0.000000E+00
  -670.400  0.000000E+00  0.000000E+00  0.000000E+00
  -670.300  0.000000E+00  0.000000E+00  0.000000E+00
  -670.200  0.000000E+00  0.000000E+00  0.000000E+00
  -670.100  0.000000E+00  0.000000E+00  0.000000E+00
  -670.000  0.000000E+00  0.000000E+00  0.000000E+00
  -669.900  0.000000E+00  0.000000E+00  0.000000E+00
  -669.800  0.000000E+00  0.000000E+00  0.000000E+00
  -669.700  0.000000E+00  0.000000E+00  0.000000E+00
  -669.600  0.000000E+00  0.000000E+00  0.000000E+00
  -669.500  0.000000E+00  0.000000E+00  0.000000E+00
  -669.400  0.000000E+00  0.000000E+00  0.000000E+00
  -669.300  0.000000E+00  0.000000E+00  0.000000E+00
  -669.200  0.000000E+00  0.000000E+00  0.000000E+00
  -669.100  0.000000E+00  0.000000E+00  0.000000E+00
  -669.000  0.000000E+00  0.000000E+00  0.000000E+00
  -668.900  0.000000E+00  0.000000E+00  0.000000E+00
  -668.800  0.000000E+00  0.000000E+00  0.000000E+00
  -668.700  0.000000E+00  0.000000E+00  0.000000E+00
  -668.600  0.000000E+00  0.000000E+00  0.000000E+00
  -668.500  0.000000E+00  0.000000E+00  0.000000E+00
  -668.400  0.000000E+00  0.000000E+00  0.000000E+00
  -668.300  0.000000E+00  0.000000E+00  0.000000E+00
  -668.200  0.000000E+00  0.000000E+00  0.000000E+00
  -668.100  0.000000E+00  0.000000E+00  0.000000E+00
  -668.000  0.000000E+00  0.000000E+00  0.000000E+00
  -667.900  0.000000E+00  0.000000E+00  0.000000E+00
  -667.800  0.000000E+00  0.000000E+00  0.000000E+00
  -667.700  0.000000E+00  0.000000E+00  0.000000E+00
  -667.600  0.000000E+00  0.000000E+00  0.000000E+00
  -667.500  0.000000E+00  0.000000E+00  0.000000E+00
  -667.400  0.000000E+00  0.000000E+00  0.000000E+00
  -667.300  0.000000E+00  0.000000E+00  0.000000E+00
  -667.200  0.000000E+00  0.000000E+00  0.000000E+00
  -667.100  0.000000E+00  0.000000E+00  0.000000E+00
  -667.000  0.000000E+00  0.000000E+00  0.000000E+00
  -666.900  0.000000E+00  0.000000E+00  0.000000E+00
  -666.800  0.000000E+00  0.000000E+00  0.000000E+00
  -666.700  0.000000E+00  0.000000E+00  0.000000E+00
  -666.600  0.000000E+00  0.000000E+00  0.000000E+00
  -666.500  0.112057E-04  0.000000E+00  0.000000E+00
  -666.400  0.166840E-04  0.000000E+00  0.000000E+00
  -666.300  0.246312E-04  0.949251E-05  0.000000E+00
  -666.200  0.360523E-04  0.141023E-04  0.769772E-05
  -666.100  0.523082E-04  0.207647E-04  0.114573E-04
  -666.000  0.752171E-04  0.302978E-04  0.168953E-04
  -665.900  0.107176E-03  0.437998E-04  0.246810E-04
  -665.800  0.151296E-03  0.627258E-04  0.357124E-04
  -665.700  0.211564E-03  0.889772E-04  0.511804E-04
  -665.600  0.292998E-03  0.125005E-03  0.726431E-04
  -665.500  0.401828E-03  0.173925E-03  0.102114E-03
  -665.400  0.545655E-03  0.239644E-03  0.142161E-03
  -665.300  0.733600E-03  0.326994E-03  0.196021E-03
  -665.200  0.976419E-03  0.441868E-03  0.267723E-03
  -665.100  0.128658E-02  0.591359E-03  0.362225E-03
  -665.000  0.167824E-02  0.783893E-03  0.485560E-03
  -664.900  0.216724E-02  0.102935E-02  0.644989E-03
  -664.800  0.277086E-02  0.133919E-02  0.849167E-03
  -664.700  0.350764E-02  0.172651E-02  0.110831E-02
  -664.600  0.439705E-02  0.220618E-02  0.143438E-02
  -664.500  0.545902E-02  0.279487E-02  0.184127E-02
  -664.400  0.671352E-02  0.351110E-02  0.234499E-02
  -664.300  0.818002E-02  0.437533E-02  0.296390E-02
  -664.200  0.987698E-02  0.540993E-02  0.371891E-02
  -664.100  0.118214E-01  0.663930E-02  0.463370E-02
  -664.000  0.140282E-01  0.808981E-02  0.573496E-02
  -663.900  0.165102E-01  0.978988E-02  0.705262E-02
  -663.800  0.192774E-01  0.117700E-01  0.862002E-02
  -663.700  0.223373E-01  0.140625E-01  0.104741E-01
  -663.600  0.256943E-01  0.167018E-01  0.126553E-01
  -663.500  0.293503E-01  0.197238E-01  0.152081E-01
  -663.400  0.333042E-01  0.231659E-01  0.181800E-01
  -663.300  0.375526E-01  0.270664E-01  0.216219E-01
  -663.200  0.420895E-01  0.314638E-01  0.255875E-01
  -663.100  0.469066E-01  0.363964E-01  0.301322E-01
  -663.000  0.519937E-01  0.419008E-01  0.353125E-01
  -662.900  0.573386E-01  0.480116E-01  0.411847E-01
  -662.800  0.629274E-01  0.547595E-01  0.478038E-01
  -662.700  0.687453E-01  0.621710E-01  0.552217E-01
  -662.600  0.747767E-01  0.702671E-01  0.634861E-01
  -662.500  0.810061E-01  0.790625E-01  0.726388E-01
  -662.400  0.874196E-01  0.885656E-01  0.827147E-01
  -662.300  0.940056E-01  0.987780E-01  0.937408E-01
  -662.200  0.100757E+00  0.109696E+00  0.105735E+00
  -662.100  0.107674E+00  0.121310E+00  0.118709E+00
  -662.000  0.114763E+00  0.133610E+00  0.132662E+00
  -661.900  0.122042E+00  0.146582E+00  0.147592E+00
  -661.800  0.129543E+00  0.160216E+00  0.163488E+00
  -661.700  0.137309E+00  0.174506E+00  0.180337E+00
  -661.600  0.145397E+00  0.189453E+00  0.198129E+00
  -661.500  0.153882E+00  0.205070E+00  0.216852E+00
  -661.400  0.162847E+00  0.221381E+00  0.236505E+00
  -661.300  0.172387E+00  0.238425E+00  0.257093E+00
  -661.200  0.182604E+00  0.256255E+00  0.278634E+00
  -661.100  0.193601E+00  0.274939E+00  0.301160E+00
  -661.000  0.205476E+00  0.294554E+00  0.324715E+00
  -660.900  0.218318E+00  0.315188E+00  0.349356E+00
  -660.800  0.232195E+00  0.336934E+00  0.375153E+00
  -660.700  0.247153E+00  0.359879E+00  0.402181E+00
  -660.600  0.263208E+00  0.384105E+00  0.430520E+00
  -660.500  0.280340E+00  0.409673E+00  0.460242E+00
  -660.400  0.298490E+00  0.436623E+00  0.491410E+00
  -660.300  0.317558E+00  0.464959E+00  0.524062E+00
  -660.200  0.337405E+00  0.494647E+00  0.558207E+00
  -660.100  0.357852E+00  0.525605E+00  0.593817E+00
  -660.000  0.378686E+00  0.557699E+00  0.630811E+00
  -659.900  0.399665E+00  0.590742E+00  0.669058E+00
  -659.800  0.420524E+00  0.624491E+00  0.708363E+00
  -659.700  0.440985E+00  0.658649E+00  0.748470E+00
  -659.600  0.460764E+00  0.692872E+00  0.789060E+00
  -659.500  0.479579E+00  0.726772E+00  0.829755E+00
  -659.400  0.497160E+00  0.759928E+00  0.870123E+00
  -659.300  0.513257E+00  0.791901E+00  0.909688E+00
  -659.200  0.527647E+00  0.822241E+00  0.947944E+00
  -659.100  0.540141E+00  0.850505E+00  0.984368E+00
  -659.000  0.550585E+00  0.876270E+00  0.101844E+01
  -658.900  0.558870E+00  0.899148E+00  0.104964E+01
  -658.800  0.564928E+00  0.918801E+00  0.107752E+01
  -658.700  0.568734E+00  0.934947E+00  0.110164E+01
  -658.600  0.570308E+00  0.947376E+00  0.112166E+01
  -658.500  0.569708E+00  0.955951E+00  0.113730E+01
  -658.400  0.567028E+00  0.960615E+00  0.114839E+01
  -658.300  0.562396E+00  0.961390E+00  0.115482E+01
  -658.200  0.555963E+00  0.958371E+00  0.115660E+01
  -658.100  0.547901E+00  0.951724E+00  0.115384E+01
  -658.000  0.538396E+00  0.941674E+00  0.114672E+01
  -657.900  0.527638E+00  0.928493E+00  0.113549E+01
  -657.800  0.515820E+00  0.912489E+00  0.112047E+01
  -657.700  0.503128E+00  0.893994E+00  0.110202E+01
  -657.600  0.489736E+00  0.873344E+00  0.108053E+01
  -657.500  0.475807E+00  0.850875E+00  0.105640E+01
  -657.400  0.461480E+00  0.826903E+00  0.103002E+01
  -657.300  0.446879E+00  0.801721E+00  0.100176E+01
  -657.200  0.432103E+00  0.775591E+00  0.971953E+00
  -657.100  0.417233E+00  0.748739E+00  0.940895E+00
  -657.000  0.402328E+00  0.721353E+00  0.908835E+00
  -656.900  0.387430E+00  0.693586E+00  0.875976E+00
  -656.800  0.372571E+00  0.665562E+00  0.842480E+00
  -656.700  0.357768E+00  0.637376E+00  0.808470E+00
  -656.600  0.343037E+00  0.609106E+00  0.774043E+00
  -656.500  0.328389E+00  0.580819E+00  0.739280E+00
  -656.400  0.313841E+00  0.552578E+00  0.704256E+00
  -656.300  0.299413E+00  0.524449E+00  0.669048E+00
  -656.200  0.285139E+00  0.496509E+00  0.633751E+00
  -656.100  0.271058E+00  0.468847E+00  0.598480E+00
  -656.000  0.257226E+00  0.441568E+00  0.563375E+00
  -655.900  0.243707E+00  0.414793E+00  0.528603E+00
  -655.800  0.230578E+00  0.388656E+00  0.494358E+00
  -655.700  0.217921E+00  0.363303E+00  0.460853E+00
  -655.600  0.205827E+00  0.338884E+00  0.428315E+00
  -655.500  0.194384E+00  0.315550E+00  0.396973E+00
  -655.400  0.183680E+00  0.293444E+00  0.367053E+00
  -655.300  0.173797E+00  0.272697E+00  0.338763E+00
  -655.200  0.164805E+00  0.253421E+00  0.312287E+00
  -655.100  0.156763E+00  0.235704E+00  0.287773E+00
  -655.000  0.149713E+00  0.219610E+00  0.265333E+00
  -654.900  0.143678E+00  0.205171E+00  0.245034E+00
  -654.800  0.138663E+00  0.192394E+00  0.226899E+00
  -654.700  0.134653E+00  0.181256E+00  0.210908E+00
  -654.600  0.131614E+00  0.171708E+00  0.197003E+00
  -654.500  0.129493E+00  0.163681E+00  0.185091E+00
  -654.400  0.128222E+00  0.157085E+00  0.175051E+00
  -654.300  0.127718E+00  0.151818E+00  0.166743E+00
  -654.200  0.127888E+00  0.147770E+00  0.160015E+00
  -654.100  0.128629E+00  0.144823E+00  0.154706E+00
  -654.000  0.129834E+00  0.142860E+00  0.150659E+00
  -653.900  0.131396E+00  0.141767E+00  0.147723E+00
  -653.800  0.133207E+00  0.141434E+00  0.145759E+00
  -653.700  0.135166E+00  0.141761E+00  0.144641E+00
  -653.600  0.137177E+00  0.142656E+00  0.144259E+00
  -653.500  0.139158E+00  0.144038E+00  0.144522E+00
  -653.400  0.141037E+00  0.145836E+00  0.145353E+00
  -653.300  0.142759E+00  0.147990E+00  0.146694E+00
  -653.200  0.144285E+00  0.150450E+00  0.148497E+00
  -653.100  0.145595E+00  0.153179E+00  0.150728E+00
  -653.000  0.146691E+00  0.156147E+00  0.153362E+00
  -652.900  0.147596E+00  0.159333E+00  0.156381E+00
  -652.800  0.148358E+00  0.162727E+00  0.159770E+00
  -652.700  0.149047E+00  0.166327E+00  0.163518E+00
  -652.600  0.149762E+00  0.170140E+00  0.167617E+00
  -652.500  0.150626E+00  0.174183E+00  0.172058E+00
  -652.400  0.151791E+00  0.178483E+00  0.176833E+00
  -652.300  0.153434E+00  0.183082E+00  0.181936E+00
  -652.200  0.155763E+00  0.188033E+00  0.187365E+00
  -652.100  0.159008E+00  0.193404E+00  0.193125E+00
  -652.000  0.163426E+00  0.199283E+00  0.199226E+00
  -651.900  0.169294E+00  0.205775E+00  0.205695E+00
  -651.800  0.176908E+00  0.213005E+00  0.212570E+00
  -651.700  0.186576E+00  0.221120E+00  0.219911E+00
  -651.600  0.198614E+00  0.230284E+00  0.227796E+00
  -651.500  0.213332E+00  0.240682E+00  0.236327E+00
  -651.400  0.231034E+00  0.252510E+00  0.245629E+00
  -651.300  0.251996E+00  0.265976E+00  0.255845E+00
  -651.200  0.276465E+00  0.281288E+00  0.267136E+00
  -651.100  0.304637E+00  0.298645E+00  0.279673E+00
  -651.000  0.336651E+00  0.318230E+00  0.293631E+00
  -650.900  0.372572E+00  0.340196E+00  0.309176E+00
  -650.800  0.412382E+00  0.364656E+00  0.326458E+00
  -650.700  0.455968E+00  0.391671E+00  0.345600E+00
  -650.600  0.503114E+00  0.421237E+00  0.366684E+00
  -650.500  0.553499E+00  0.453281E+00  0.389743E+00
  -650.400  0.606695E+00  0.487654E+00  0.414753E+00
  -650.300  0.662168E+00  0.524125E+00  0.441629E+00
  -650.200  0.719293E+00  0.562389E+00  0.470220E+00
  -650.100  0.777359E+00  0.602068E+00  0.500309E+00
  -650.000  0.835590E+00  0.642721E+00  0.531621E+00
  -649.900  0.893168E+00  0.683858E+00  0.563828E+00
  -649.800  0.949253E+00  0.724956E+00  0.596561E+00
  -649.700  0.100301E+01  0.765473E+00  0.629418E+00
  -649.600  0.105365E+01  0.804871E+00  0.661987E+00
  -649.500  0.110041E+01  0.842629E+00  0.693849E+00
  -649.400  0.114263E+01  0.878263E+00  0.724600E+00
  -649.300  0.117975E+01  0.911338E+00  0.753860E+00
  -649.200  0.121131E+01  0.941475E+00  0.781284E+00
  -649.100  0.123696E+01  0.968362E+00  0.806566E+00
  -649.000  0.125647E+01  0.991752E+00  0.829449E+00
  -648.900  0.126975E+01  0.101147E+01  0.849721E+00
  -648.800  0.127679E+01  0.102738E+01  0.867218E+00
  -648.700  0.127769E+01  0.103943E+01  0.881816E+00
  -648.600  0.127261E+01  0.104759E+01  0.893432E+00
  -648.500  0.126178E+01  0.105187E+01  0.902012E+00
  -648.400  0.124551E+01  0.105231E+01  0.907525E+00
  -648.300  0.122410E+01  0.104897E+01  0.909962E+00
  -648.200  0.119791E+01  0.104191E+01  0.909327E+00
  -648.100  0.116729E+01  0.103121E+01  0.905633E+00
  -648.000  0.113262E+01  0.101696E+01  0.898902E+00
  -647.900  0.109429E+01  0.999255E+00  0.889162E+00
  -647.800  0.105268E+01  0.978198E+00  0.876450E+00
  -647.700  0.100819E+01  0.953914E+00  0.860814E+00
  -647.600  0.961233E+00  0.926546E+00  0.842315E+00
  -647.500  0.912227E+00  0.896262E+00  0.821033E+00
  -647.400  0.861603E+00  0.863261E+00  0.797072E+00
  -647.300  0.809801E+00  0.827773E+00  0.770560E+00
  -647.200  0.757268E+00  0.790063E+00  0.741659E+00
  -647.100  0.704456E+00  0.750431E+00  0.710559E+00
  -647.000  0.651813E+00  0.709208E+00  0.677488E+00
  -646.900  0.599780E+00  0.666752E+00  0.642706E+00
  -646.800  0.548779E+00  0.623444E+00  0.606505E+00
  -646.700  0.499210E+00  0.579681E+00  0.569205E+00
  -646.600  0.451439E+00  0.535866E+00  0.531147E+00
  -646.500  0.405796E+00  0.492400E+00  0.492692E+00
  -646.400  0.362566E+00  0.449672E+00  0.454206E+00
  -646.300  0.321986E+00  0.408053E+00  0.416056E+00
  -646.200  0.284247E+00  0.367887E+00  0.378600E+00
  -646.100  0.249487E+00  0.329480E+00  0.342180E+00
  -646.000  0.217798E+00  0.293100E+00  0.307110E+00
  -645.900  0.189224E+00  0.258968E+00  0.273671E+00
  -645.800  0.163770E+00  0.227260E+00  0.242106E+00
  -645.700  0.141401E+00  0.198101E+00  0.212614E+00
  -645.600  0.122053E+00  0.171567E+00  0.185345E+00
  -645.500  0.105634E+00  0.147690E+00  0.160403E+00
  -645.400  0.920305E-01  0.126458E+00  0.137845E+00
  -645.300  0.811146E-01  0.107821E+00  0.117681E+00
  -645.200  0.727457E-01  0.916971E-01  0.998811E-01
  -645.100  0.667759E-01  0.779757E-01  0.843807E-01
  -645.000  0.630534E-01  0.665277E-01  0.710837E-01
  -644.900  0.614256E-01  0.572092E-01  0.598714E-01
  -644.800  0.617416E-01  0.498689E-01  0.506085E-01
  -644.700  0.638545E-01  0.443531E-01  0.431500E-01
  -644.600  0.676244E-01  0.405109E-01  0.373469E-01
  -644.500  0.729198E-01  0.381984E-01  0.330522E-01
  -644.400  0.796202E-01  0.372814E-01  0.301246E-01
  -644.300  0.876173E-01  0.376378E-01  0.284324E-01
  -644.200  0.968170E-01  0.391582E-01  0.278552E-01
  -644.100  0.107139E+00  0.417457E-01  0.282850E-01
  -644.000  0.118517E+00  0.453144E-01  0.296256E-01
  -643.900  0.130896E+00  0.497872E-01  0.317916E-01
  -643.800  0.144230E+00  0.550928E-01  0.347057E-01
  -643.700  0.158473E+00  0.611615E-01  0.382964E-01
  -643.600  0.173576E+00  0.679214E-01  0.424940E-01
  -643.500  0.189478E+00  0.752944E-01  0.472277E-01
  -643.400  0.206095E+00  0.831920E-01  0.524226E-01
  -643.300  0.223313E+00  0.915130E-01  0.579964E-01
  -643.200  0.240978E+00  0.100141E+00  0.638583E-01
  -643.100  0.258897E+00  0.108943E+00  0.699080E-01
  -643.000  0.276826E+00  0.117772E+00  0.760356E-01
  -642.900  0.294480E+00  0.126469E+00  0.821239E-01
  -642.800  0.311535E+00  0.134865E+00  0.880504E-01
  -642.700  0.327640E+00  0.142791E+00  0.936914E-01
  -642.600  0.342432E+00  0.150079E+00  0.989261E-01
  -642.500  0.355553E+00  0.156573E+00  0.103641E+00
  -642.400  0.366671E+00  0.162135E+00  0.107737E+00
  -642.300  0.375500E+00  0.166652E+00  0.111129E+00
  -642.200  0.381818E+00  0.170041E+00  0.113757E+00
  -642.100  0.385485E+00  0.172254E+00  0.115581E+00
  -642.000  0.386456E+00  0.173284E+00  0.116590E+00
  -641.900  0.384785E+00  0.173162E+00  0.116799E+00
  -641.800  0.380630E+00  0.171958E+00  0.116251E+00
  -641.700  0.374248E+00  0.169782E+00  0.115013E+00
  -641.600  0.365984E+00  0.166778E+00  0.113176E+00
  -641.500  0.356263E+00  0.163118E+00  0.110853E+00
  -641.400  0.345566E+00  0.159000E+00  0.108173E+00
  -641.300  0.334419E+00  0.154641E+00  0.105277E+00
  -641.200  0.323367E+00  0.150269E+00  0.102316E+00
  -641.100  0.312956E+00  0.146116E+00  0.994458E-01
  -641.000  0.303710E+00  0.142411E+00  0.968201E-01
  -640.900  0.296116E+00  0.139372E+00  0.945876E-01
  -640.800  0.290600E+00  0.137197E+00  0.928860E-01
  -640.700  0.287513E+00  0.136059E+00  0.918372E-01
  -640.600  0.287112E+00  0.136096E+00  0.915427E-01
  -640.500  0.289554E+00  0.137405E+00  0.920789E-01
  -640.400  0.294877E+00  0.140037E+00  0.934935E-01
  -640.300  0.303004E+00  0.143991E+00  0.958031E-01
  -640.200  0.313733E+00  0.149218E+00  0.989914E-01
  -640.100  0.326748E+00  0.155613E+00  0.103009E+00
  -640.000  0.341628E+00  0.163027E+00  0.107776E+00
  -639.900  0.357860E+00  0.171267E+00  0.113184E+00
  -639.800  0.374865E+00  0.180105E+00  0.119099E+00
  -639.700  0.392021E+00  0.189290E+00  0.125372E+00
  -639.600  0.408694E+00  0.198557E+00  0.131838E+00
  -639.500  0.424263E+00  0.207640E+00  0.138331E+00
  -639.400  0.438157E+00  0.216282E+00  0.144682E+00
  -639.300  0.449869E+00  0.224245E+00  0.150733E+00
  -639.200  0.458987E+00  0.231321E+00  0.156336E+00
  -639.100  0.465198E+00  0.237333E+00  0.161361E+00
  -639.000  0.468302E+00  0.242139E+00  0.165695E+00
  -638.900  0.468209E+00  0.245639E+00  0.169248E+00
  -638.800  0.464930E+00  0.247764E+00  0.171947E+00
  -638.700  0.458568E+00  0.248481E+00  0.173739E+00
  -638.600  0.449300E+00  0.247784E+00  0.174591E+00
  -638.500  0.437362E+00  0.245692E+00  0.174482E+00
  -638.400  0.423030E+00  0.242242E+00  0.173407E+00
  -638.300  0.406604E+00  0.237488E+00  0.171374E+00
  -638.200  0.388395E+00  0.231499E+00  0.168403E+00
  -638.100  0.368716E+00  0.224352E+00  0.164524E+00
  -638.000  0.347872E+00  0.216138E+00  0.159779E+00
  -637.900  0.326159E+00  0.206959E+00  0.154222E+00
  -637.800  0.303858E+00  0.196925E+00  0.147919E+00
  -637.700  0.281241E+00  0.186160E+00  0.140947E+00
  -637.600  0.258563E+00  0.174800E+00  0.133398E+00
  -637.500  0.236068E+00  0.162987E+00  0.125371E+00
  -637.400  0.213986E+00  0.150876E+00  0.116978E+00
  -637.300  0.192530E+00  0.138621E+00  0.108334E+00
  -637.200  0.171896E+00  0.126382E+00  0.995615E-01
  -637.100  0.152256E+00  0.114311E+00  0.907804E-01
  -637.000  0.133758E+00  0.102554E+00  0.821084E-01
  -636.900  0.116521E+00  0.912429E-01  0.736554E-01
  -636.800  0.100633E+00  0.804941E-01  0.655210E-01
  -636.700  0.861489E-01  0.704025E-01  0.577908E-01
  -636.600  0.730920E-01  0.610414E-01  0.505352E-01
  -636.500  0.614536E-01  0.524608E-01  0.438073E-01
  -636.400  0.511964E-01  0.446880E-01  0.376432E-01
  -636.300  0.422590E-01  0.377288E-01  0.320618E-01
  -636.200  0.345596E-01  0.315695E-01  0.270666E-01
  -636.100  0.280013E-01  0.261799E-01  0.226468E-01
  -636.000  0.224777E-01  0.215165E-01  0.187802E-01
  -635.900  0.178772E-01  0.175259E-01  0.154350E-01
  -635.800  0.140876E-01  0.141481E-01  0.125723E-01
  -635.700  0.109998E-01  0.113195E-01  0.101490E-01
  -635.600  0.851089E-02  0.897591E-02  0.811932E-02
  -635.500  0.652578E-02  0.705424E-02  0.643723E-02
  -635.400  0.495893E-02  0.549471E-02  0.505765E-02
  -635.300  0.373483E-02  0.424188E-02  0.393780E-02
  -635.200  0.278810E-02  0.324552E-02  0.303804E-02
  -635.100  0.206311E-02  0.246099E-02  0.232244E-02
  -635.000  0.151333E-02  0.184933E-02  0.175905E-02
  -634.900  0.110040E-02  0.137713E-02  0.131995E-02
  -634.800  0.793198E-03  0.101615E-02  0.981173E-03
  -634.700  0.566787E-03  0.742896E-03  0.722429E-03
  -634.600  0.401471E-03  0.538069E-03  0.526814E-03
  -634.500  0.281879E-03  0.386045E-03  0.380432E-03
  -634.400  0.196161E-03  0.274329E-03  0.272018E-03
  -634.300  0.135290E-03  0.193055E-03  0.192555E-03
  -634.200  0.924648E-04  0.134524E-03  0.134923E-03
  -634.100  0.626160E-04  0.928021E-04  0.935674E-04
  -634.000  0.420079E-04  0.633707E-04  0.642099E-04
  -633.900  0.279155E-04  0.428271E-04  0.435964E-04
  -633.800  0.183720E-04  0.286401E-04  0.292820E-04
  -633.700  0.119725E-04  0.189489E-04  0.194529E-04
  -633.600  0.772423E-05  0.124015E-04  0.127801E-04
