  x           300.0         1273.0      Infinity
  -676.700  0.000000E+00  0.000000E+00  0.000000E+00
  -676.600  0.000000E+00  0.000000E+00  0.000000E+00
  -676.500  0.000000E+00  0.000000E+00  0.000000E+00
  -676.400  0.000000E+00  0.000000E+00  0.000000E+00
  -676.300  0.000000E+00  0.000000E+00  0.000000E+00
  -676.200  0.000000E+00  0.000000E+00  0.000000E+00
  -676.100  0.000000E+00  0.000000E+00  0.000000E+00
  -676.000  0.000000E+00  0.000000E+00  0.000000E+00
  -675.900  0.000000E+00  0.000000E+00  0.000000E+00
  -675.800  0.000000E+00  0.000000E+00  0.000000E+00
  -675.700  0.000000E+00  0.000000E+00  0.000000E+00
  -675.600  0.000000E+00  0.000000E+00  0.000000E+00
  -675.500  0.000000E+00  0.000000E+00  0.000000E+00
  -675.400  0.000000E+00  0.000000E+00  0.000000E+00
  -675.300  0.000000E+00  0.000000E+00  0.000000E+00
  -675.200  0.000000E+00  0.000000E+00  0.000000E+00
  -675.100  0.000000E+00  0.000000E+00  0.000000E+00
  -675.000  0.000000E+00  0.000000E+00  0.000000E+00
  -674.900  0.000000E+00  0.000000E+00  0.000000E+00
  -674.800  0.000000E+00  0.000000E+00  0.000000E+00
  -674.700  0.000000E+00  0.000000E+00  0.000000E+00
  -674.600  0.000000E+00  0.000000E+00  0.000000E+00
  -674.500  0.000000E+00  0.000000E+00  0.000000E+00
  -674.400  0.000000E+00  0.000000E+00  0.000000E+00
  -674.300  0.000000E+00  0.000000E+00  0.000000E+00
  -674.200  0.000000E+00  0.000000E+00  0.000000E+00
  -674.100  0.000000E+00  0.000000E+00  0.000000E+00
  -674.000  0.000000E+00  0.000000E+00  0.000000E+00
  -673.900  0.000000E+00  0.000000E+00  0.000000E+00
  -673.800  0.000000E+00  0.000000E+00  0.000000E+00
  -673.700  0.000000E+00  0.000000E+00  0.000000E+00
  -673.600  0.000000E+00  0.000000E+00  0.000000E+00
  -673.500  0.000000E+00  0.000000E+00  0.000000E+00
  -673.400  0.000000E+00  0.000000E+00  0.000000E+00
  -673.300  0.000000E+00  0.000000E+00  0.000000E+00
  -673.200  0.000000E+00  0.000000E+00  0.000000E+00
  -673.100  0.000000E+00  0.000000E+00  0.000000E+00
  -673.000  0.000000E+00  0.000000E+00  0.000000E+00
  -672.900  0.000000E+00  0.000000E+00  0.000000E+00
  -672.800  0.000000E+00  0.000000E+00  0.000000E+00
  -672.700  0.000000E+00  0.000000E+00  0.000000E+00
  -672.600  0.000000E+00  0.000000E+00  0.000000E+00
  -672.500  0.000000E+00  0.000000E+00  0.000000E+00
  -672.400  0.000000E+00  0.000000E+00  0.000000E+00
  -672.300  0.000000E+00  0.000000E+00  0.000000E+00
  -672.200  0.000000E+00  0.000000E+00  0.000000E+00
  -672.100  0.000000E+00  0.000000E+00  0.000000E+00
  -672.000  0.000000E+00  0.000000E+00  0.000000E+00
  -671.900  0.000000E+00  0.000000E+00  0.000000E+00
  -671.800  0.000000E+00  0.000000E+00  0.000000E+00
  -671.700  0.000000E+00  0.000000E+00  0.000000E+00
  -671.600  0.000000E+00  0.000000E+00  0.000000E+00
  -671.500  0.000000E+00  0.000000E+00  0.000000E+00
  -671.400  0.000000E+00  0.000000E+00  0.000000E+00
  -671.300  0.000000E+00  0.000000E+00  0.000000E+00
  -671.200  0.000000E+00  0.000000E+00  0.000000E+00
  -671.100  0.000000E+00  0.000000E+00  0.000000E+00
  -671.000  0.000000E+00  0.000000E+00  0.000000E+00
  -670.900  0.000000E+00  0.000000E+00  0.000000E+00
  -670.800  0.000000E+00  0.000000E+00  0.000000E+00
  -670.700  0.000000E+00  0.000000E+00  0.000000E+00
  -670.600  0.000000E+00  0.000000E+00  0.000000E+00
  -670.500  0.000000E+00  0.000000E+00  0.000000E+00
  -670.400  0.000000E+00  0.000000E+00  0.000000E+00
  -670.300  0.000000E+00  0.000000E+00  0.000000E+00
  -670.200  0.000000E+00  0.000000E+00  0.000000E+00
  -670.100  0.000000E+00  0.000000E+00  0.000000E+00
  -670.000  0.000000E+00  0.000000E+00  0.000000E+00
  -669.900  0.000000E+00  0.000000E+00  0.000000E+00
  -669.800  0.000000E+00  0.000000E+00  0.000000E+00
  -669.700  0.000000E+00  0.000000E+00  0.000000E+00
  -669.600  0.000000E+00  0.000000E+00  0.000000E+00
  -669.500  0.000000E+00  0.000000E+00  0.000000E+00
  -669.400  0.000000E+00  0.000000E+00  0.000000E+00
  -669.300  0.000000E+00  0.000000E+00  0.000000E+00
  -669.200  0.000000E+00  0.000000E+00  0.000000E+00
  -669.100  0.000000E+00  0.000000E+00  0.000000E+00
  -669.000  0.000000E+00  0.000000E+00  0.000000E+00
  -668.900  0.000000E+00  0.000000E+00  0.000000E+00
  -668.800  0.000000E+00  0.000000E+00  0.000000E+00
  -668.700  0.000000E+00  0.000000E+00  0.000000E+00
  -668.600  0.000000E+00  0.000000E+00  0.000000E+00
  -668.500  0.000000E+00  0.000000E+00  0.000000E+00
  -668.400  0.000000E+00  0.000000E+00  0.000000E+00
  -668.300  0.000000E+00  0.000000E+00  0.000000E+00
  -668.200  0.000000E+00  0.000000E+00  0.000000E+00
  -668.100  0.000000E+00  0.000000E+00  0.000000E+00
  -668.000  0.000000E+00  0.000000E+00  0.000000E+00
  -667.900  0.000000E+00  0.000000E+00  0.000000E+00
  -667.800  0.000000E+00  0.000000E+00  0.000000E+00
  -667.700  0.000000E+00  0.000000E+00  0.000000E+00
  -667.600  0.000000E+00  0.000000E+00  0.000000E+00
  -667.500  0.000000E+00  0.000000E+00  0.000000E+00
  -667.400  0.000000E+00  0.000000E+00  0.000000E+00
  -667.300  0.000000E+00  0.000000E+00  0.000000E+00
  -667.200  0.000000E+00  0.000000E+00  0.000000E+00
  -667.100  0.000000E+00  0.000000E+00  0.000000E+00
  -667.000  0.000000E+00  0.000000E+00  0.000000E+00
  -666.900  0.000000E+00  0.000000E+00  0.000000E+00
  -666.800  0.000000E+00  0.000000E+00  0.000000E+00
  -666.700  0.000000E+00  0.000000E+00  0.000000E+00
  -666.600  0.000000E+00  0.000000E+00  0.000000E+00
  -666.500  0.000000E+00  0.000000E+00  0.000000E+00
  -666.400  0.000000E+00  0.000000E+00  0.000000E+00
  -666.300  0.000000E+00  0.000000E+00  0.000000E+00
  -666.200  0.000000E+00  0.000000E+00  0.000000E+00
  -666.100  0.000000E+00  0.000000E+00  0.000000E+00
  -666.000  0.000000E+00  0.000000E+00  0.000000E+00
  -665.900  0.000000E+00  0.000000E+00  0.000000E+00
  -665.800  0.000000E+00  0.000000E+00  0.000000E+00
  -665.700  0.000000E+00  0.000000E+00  0.000000E+00
  -665.600  0.168151E-04  0.000000E+00  0.000000E+00
  -665.500  0.227267E-04  0.000000E+00  0.000000E+00
  -665.400  0.304681E-04  0.000000E+00  0.000000E+00
  -665.300  0.405213E-04  0.000000E+00  0.000000E+00
  -665.200  0.534703E-04  0.000000E+00  0.000000E+00
  -665.100  0.700169E-04  0.000000E+00  0.000000E+00
  -665.000  0.909974E-04  0.000000E+00  0.000000E+00
  -664.900  0.117401E-03  0.000000E+00  0.000000E+00
  -664.800  0.150389E-03  0.000000E+00  0.000000E+00
  -664.700  0.191318E-03  0.000000E+00  0.000000E+00
  -664.600  0.241760E-03  0.158820E-04  0.000000E+00
  -664.500  0.303528E-03  0.216729E-04  0.000000E+00
  -664.400  0.378703E-03  0.294410E-04  0.157025E-04
  -664.300  0.469662E-03  0.398101E-04  0.218553E-04
  -664.200  0.579107E-03  0.535809E-04  0.302589E-04
  -664.100  0.710097E-03  0.717740E-04  0.416677E-04
  -664.000  0.866080E-03  0.956812E-04  0.570615E-04
  -663.900  0.105093E-02  0.126925E-03  0.777027E-04
  -663.800  0.126896E-02  0.167529E-03  0.105205E-03
  -663.700  0.152497E-02  0.219998E-03  0.141617E-03
  -663.600  0.182430E-02  0.287409E-03  0.189517E-03
  -663.500  0.217277E-02  0.373520E-03  0.252130E-03
  -663.400  0.257681E-02  0.482886E-03  0.333462E-03
  -663.300  0.304340E-02  0.620995E-03  0.438457E-03
  -663.200  0.358014E-02  0.794429E-03  0.573185E-03
  -663.100  0.419525E-02  0.101104E-02  0.745056E-03
  -663.000  0.489766E-02  0.128015E-02  0.963081E-03
  -662.900  0.569705E-02  0.161281E-02  0.123817E-02
  -662.800  0.660398E-02  0.202209E-02  0.158352E-02
  -662.700  0.763004E-02  0.252341E-02  0.201498E-02
  -662.600  0.878810E-02  0.313499E-02  0.255164E-02
  -662.500  0.100926E-01  0.387831E-02  0.321642E-02
  -662.400  0.115601E-01  0.477876E-02  0.403674E-02
  -662.300  0.132095E-01  0.586633E-02  0.504543E-02
  -662.200  0.150631E-01  0.717645E-02  0.628170E-02
  -662.100  0.171468E-01  0.875102E-02  0.779225E-02
  -662.000  0.194917E-01  0.106395E-01  0.963252E-02
  -661.900  0.221342E-01  0.129000E-01  0.118681E-01
  -661.800  0.251175E-01  0.156009E-01  0.145762E-01
  -661.700  0.284926E-01  0.188219E-01  0.178472E-01
  -661.600  0.323188E-01  0.226557E-01  0.217859E-01
  -661.500  0.366647E-01  0.272089E-01  0.265133E-01
  -661.400  0.416086E-01  0.326033E-01  0.321672E-01
  -661.300  0.472389E-01  0.389763E-01  0.389033E-01
  -661.200  0.536536E-01  0.464813E-01  0.468950E-01
  -661.100  0.609595E-01  0.552870E-01  0.563329E-01
  -661.000  0.692713E-01  0.655761E-01  0.674231E-01
  -660.900  0.787088E-01  0.775428E-01  0.803845E-01
  -660.800  0.893946E-01  0.913890E-01  0.954448E-01
  -660.700  0.101450E+00  0.107320E+00  0.112835E+00
  -660.600  0.114992E+00  0.125537E+00  0.132782E+00
  -660.500  0.130125E+00  0.146232E+00  0.155501E+00
  -660.400  0.146939E+00  0.169575E+00  0.181184E+00
  -660.300  0.165500E+00  0.195709E+00  0.209992E+00
  -660.200  0.185846E+00  0.224734E+00  0.242039E+00
  -660.100  0.207979E+00  0.256701E+00  0.277384E+00
  -660.000  0.231859E+00  0.291600E+00  0.316016E+00
  -659.900  0.257399E+00  0.329347E+00  0.357845E+00
  -659.800  0.284462E+00  0.369781E+00  0.402693E+00
  -659.700  0.312856E+00  0.412654E+00  0.450285E+00
  -659.600  0.342335E+00  0.457631E+00  0.500252E+00
  -659.500  0.372598E+00  0.504287E+00  0.552121E+00
  -659.400  0.403297E+00  0.552113E+00  0.605331E+00
  -659.300  0.434039E+00  0.600527E+00  0.659235E+00
  -659.200  0.464397E+00  0.648880E+00  0.713118E+00
  -659.100  0.493920E+00  0.696477E+00  0.766211E+00
  -659.000  0.522145E+00  0.742598E+00  0.817720E+00
  -658.900  0.548612E+00  0.786513E+00  0.866842E+00
  -658.800  0.572880E+00  0.827511E+00  0.912796E+00
  -658.700  0.594536E+00  0.864923E+00  0.954848E+00
  -658.600  0.613217E+00  0.898142E+00  0.992337E+00
  -658.500  0.628617E+00  0.926645E+00  0.102469E+01
  -658.400  0.640497E+00  0.950007E+00  0.105146E+01
  -658.300  0.648695E+00  0.967918E+00  0.107230E+01
  -658.200  0.653128E+00  0.980188E+00  0.108702E+01
  -658.100  0.653796E+00  0.986746E+00  0.109554E+01
  -658.000  0.650777E+00  0.987645E+00  0.109793E+01
  -657.900  0.644220E+00  0.983043E+00  0.109435E+01
  -657.800  0.634342E+00  0.973203E+00  0.108510E+01
  -657.700  0.621411E+00  0.958466E+00  0.107053E+01
  -657.600  0.605739E+00  0.939242E+00  0.105108E+01
  -657.500  0.587666E+00  0.915987E+00  0.102723E+01
  -657.400  0.567547E+00  0.889185E+00  0.999468E+00
  -657.300  0.545742E+00  0.859333E+00  0.968314E+00
  -657.200  0.522602E+00  0.826922E+00  0.934268E+00
  -657.100  0.498460E+00  0.792428E+00  0.897810E+00
  -657.000  0.473626E+00  0.756301E+00  0.859395E+00
  -656.900  0.448380E+00  0.718959E+00  0.819442E+00
  -656.800  0.422969E+00  0.680783E+00  0.778337E+00
  -656.700  0.397607E+00  0.642118E+00  0.736431E+00
  -656.600  0.372476E+00  0.603275E+00  0.694044E+00
  -656.500  0.347731E+00  0.564532E+00  0.651470E+00
  -656.400  0.323499E+00  0.526138E+00  0.608980E+00
  -656.300  0.299887E+00  0.488317E+00  0.566827E+00
  -656.200  0.276983E+00  0.451273E+00  0.525250E+00
  -656.100  0.254865E+00  0.415190E+00  0.484476E+00
  -656.000  0.233597E+00  0.380238E+00  0.444721E+00
  -655.900  0.213238E+00  0.346572E+00  0.406190E+00
  -655.800  0.193839E+00  0.314330E+00  0.369075E+00
  -655.700  0.175446E+00  0.283638E+00  0.333553E+00
  -655.600  0.158100E+00  0.254600E+00  0.299781E+00
  -655.500  0.141835E+00  0.227307E+00  0.267896E+00
  -655.400  0.126677E+00  0.201825E+00  0.238007E+00
  -655.300  0.112644E+00  0.178201E+00  0.210196E+00
  -655.200  0.997431E-01  0.156455E+00  0.184518E+00
  -655.100  0.879716E-01  0.136588E+00  0.160992E+00
  -655.000  0.773155E-01  0.118575E+00  0.139610E+00
  -654.900  0.677495E-01  0.102371E+00  0.120336E+00
  -654.800  0.592382E-01  0.879103E-01  0.103104E+00
  -654.700  0.517364E-01  0.751106E-01  0.878280E-01
  -654.600  0.451911E-01  0.638760E-01  0.744019E-01
  -654.500  0.395432E-01  0.541005E-01  0.627055E-01
  -654.400  0.347295E-01  0.456718E-01  0.526091E-01
  -654.300  0.306848E-01  0.384749E-01  0.439782E-01
  -654.200  0.273444E-01  0.323962E-01  0.366782E-01
  -654.100  0.246460E-01  0.273265E-01  0.305788E-01
  -654.000  0.225320E-01  0.231648E-01  0.255578E-01
  -653.900  0.209516E-01  0.198204E-01  0.215047E-01
  -653.800  0.198629E-01  0.172166E-01  0.183242E-01
  -653.700  0.192347E-01  0.152926E-01  0.159388E-01
  -653.600  0.190494E-01  0.140060E-01  0.142913E-01
  -653.500  0.193048E-01  0.133357E-01  0.133479E-01
  -653.400  0.200174E-01  0.132841E-01  0.131003E-01
  -653.300  0.212252E-01  0.138801E-01  0.135684E-01
  -653.200  0.229916E-01  0.151824E-01  0.148035E-01
  -653.100  0.254098E-01  0.172828E-01  0.168911E-01
  -653.000  0.286076E-01  0.203107E-01  0.199546E-01
  -652.900  0.327528E-01  0.244370E-01  0.241595E-01
  -652.800  0.380596E-01  0.298796E-01  0.297174E-01
  -652.700  0.447953E-01  0.369086E-01  0.368910E-01
  -652.600  0.532872E-01  0.458518E-01  0.459993E-01
  -652.500  0.639299E-01  0.571006E-01  0.574227E-01
  -652.400  0.771931E-01  0.711163E-01  0.716088E-01
  -652.300  0.936284E-01  0.884352E-01  0.890778E-01
  -652.200  0.113876E+00  0.109674E+00  0.110427E+00
  -652.100  0.138670E+00  0.135534E+00  0.136337E+00
  -652.000  0.168844E+00  0.166802E+00  0.167571E+00
  -651.900  0.205329E+00  0.204357E+00  0.204979E+00
  -651.800  0.249158E+00  0.249159E+00  0.249499E+00
  -651.700  0.301456E+00  0.302250E+00  0.302143E+00
  -651.600  0.363435E+00  0.364744E+00  0.363998E+00
  -651.500  0.436375E+00  0.437808E+00  0.436206E+00
  -651.400  0.521603E+00  0.522640E+00  0.519941E+00
  -651.300  0.620461E+00  0.620442E+00  0.616382E+00
  -651.200  0.734268E+00  0.732381E+00  0.726677E+00
  -651.100  0.864268E+00  0.859541E+00  0.851892E+00
  -651.000  0.101157E+01  0.100287E+01  0.992962E+00
  -650.900  0.117708E+01  0.116312E+01  0.115063E+01
  -650.800  0.136142E+01  0.134077E+01  0.132536E+01
  -650.700  0.156486E+01  0.153597E+01  0.151730E+01
  -650.600  0.178721E+01  0.174846E+01  0.172619E+01
  -650.500  0.202777E+01  0.197751E+01  0.195131E+01
  -650.400  0.228524E+01  0.222186E+01  0.219143E+01
  -650.300  0.255767E+01  0.247970E+01  0.244473E+01
  -650.200  0.284244E+01  0.274863E+01  0.270888E+01
  -650.100  0.313626E+01  0.302567E+01  0.298095E+01
  -650.000  0.343519E+01  0.330731E+01  0.325750E+01
  -649.900  0.373472E+01  0.358958E+01  0.353465E+01
  -649.800  0.402986E+01  0.386810E+01  0.380816E+01
  -649.700  0.431531E+01  0.413827E+01  0.407354E+01
  -649.600  0.458560E+01  0.439538E+01  0.432623E+01
  -649.500  0.483531E+01  0.463474E+01  0.456171E+01
  -649.400  0.505924E+01  0.485189E+01  0.477569E+01
  -649.300  0.525264E+01  0.504275E+01  0.496424E+01
  -649.200  0.541138E+01  0.520375E+01  0.512395E+01
  -649.100  0.553214E+01  0.533195E+01  0.525202E+01
  -649.000  0.561251E+01  0.542519E+01  0.534636E+01
  -648.900  0.565108E+01  0.548206E+01  0.540567E+01
  -648.800  0.564751E+01  0.550203E+01  0.542941E+01
  -648.700  0.560248E+01  0.548536E+01  0.541780E+01
  -648.600  0.551765E+01  0.543307E+01  0.537181E+01
  -648.500  0.539559E+01  0.534692E+01  0.529306E+01
  -648.400  0.523959E+01  0.522923E+01  0.518372E+01
  -648.300  0.505355E+01  0.508286E+01  0.504644E+01
  -648.200  0.484181E+01  0.491102E+01  0.488421E+01
  -648.100  0.460894E+01  0.471720E+01  0.470028E+01
  -648.000  0.435963E+01  0.450504E+01  0.449804E+01
  -647.900  0.409850E+01  0.427822E+01  0.428095E+01
  -647.800  0.382999E+01  0.404038E+01  0.405243E+01
  -647.700  0.355825E+01  0.379504E+01  0.381581E+01
  -647.600  0.328705E+01  0.354555E+01  0.357428E+01
  -647.500  0.301973E+01  0.329501E+01  0.333083E+01
  -647.400  0.275919E+01  0.304625E+01  0.308821E+01
  -647.300  0.250783E+01  0.280183E+01  0.284892E+01
  -647.200  0.226760E+01  0.256396E+01  0.261517E+01
  -647.100  0.204002E+01  0.233454E+01  0.238889E+01
  -647.000  0.182616E+01  0.211515E+01  0.217170E+01
  -646.900  0.162674E+01  0.190705E+01  0.196491E+01
  -646.800  0.144214E+01  0.171117E+01  0.176953E+01
  -646.700  0.127242E+01  0.152815E+01  0.158630E+01
  -646.600  0.111743E+01  0.135835E+01  0.141567E+01
  -646.500  0.976772E+00  0.120190E+01  0.125784E+01
  -646.400  0.849907E+00  0.105869E+01  0.111278E+01
  -646.300  0.736158E+00  0.928401E+00  0.980270E+00
  -646.200  0.634752E+00  0.810588E+00  0.859928E+00
  -646.100  0.544855E+00  0.704660E+00  0.751233E+00
  -646.000  0.465597E+00  0.609939E+00  0.653569E+00
  -645.900  0.396093E+00  0.525682E+00  0.566249E+00
  -645.800  0.335468E+00  0.451109E+00  0.488547E+00
  -645.700  0.282872E+00  0.385431E+00  0.419719E+00
  -645.600  0.237487E+00  0.327862E+00  0.359023E+00
  -645.500  0.198546E+00  0.277641E+00  0.305736E+00
  -645.400  0.165332E+00  0.234043E+00  0.259167E+00
  -645.300  0.137185E+00  0.196382E+00  0.218661E+00
  -645.200  0.113506E+00  0.164026E+00  0.183608E+00
  -645.100  0.937539E-01  0.136389E+00  0.153443E+00
  -645.000  0.774500E-01  0.112942E+00  0.127648E+00
  -644.900  0.641721E-01  0.932037E-01  0.105753E+00
  -644.800  0.535555E-01  0.767489E-01  0.873313E-01
  -644.700  0.452909E-01  0.632009E-01  0.720047E-01
  -644.600  0.391224E-01  0.522335E-01  0.594386E-01
  -644.500  0.348460E-01  0.435702E-01  0.493439E-01
  -644.400  0.323095E-01  0.369843E-01  0.414775E-01
  -644.300  0.314109E-01  0.322997E-01  0.356442E-01
  -644.200  0.320996E-01  0.293923E-01  0.316988E-01
  -644.100  0.343766E-01  0.281922E-01  0.295488E-01
  -644.000  0.382963E-01  0.286866E-01  0.291583E-01
  -643.900  0.439684E-01  0.309225E-01  0.305512E-01
  -643.800  0.515599E-01  0.350101E-01  0.338157E-01
  -643.700  0.612979E-01  0.411261E-01  0.391071E-01
  -643.600  0.734714E-01  0.495154E-01  0.466511E-01
  -643.500  0.884325E-01  0.604928E-01  0.567447E-01
  -643.400  0.106596E+00  0.744421E-01  0.697557E-01
  -643.300  0.128437E+00  0.918122E-01  0.861190E-01
  -643.200  0.154483E+00  0.113110E+00  0.106330E+00
  -643.100  0.185309E+00  0.138892E+00  0.130932E+00
  -643.000  0.221517E+00  0.169743E+00  0.160503E+00
  -642.900  0.263721E+00  0.206260E+00  0.195630E+00
  -642.800  0.312522E+00  0.249026E+00  0.236888E+00
  -642.700  0.368474E+00  0.298579E+00  0.284808E+00
  -642.600  0.432061E+00  0.355380E+00  0.339843E+00
  -642.500  0.503653E+00  0.419781E+00  0.402338E+00
  -642.400  0.583479E+00  0.491988E+00  0.472493E+00
  -642.300  0.671596E+00  0.572039E+00  0.550340E+00
  -642.200  0.767863E+00  0.659781E+00  0.635720E+00
  -642.100  0.871935E+00  0.754861E+00  0.728274E+00
  -642.000  0.983260E+00  0.856726E+00  0.827448E+00
  -641.900  0.110110E+01  0.964648E+00  0.932509E+00
  -641.800  0.122455E+01  0.107775E+01  0.104258E+01
  -641.700  0.135261E+01  0.119507E+01  0.115670E+01
  -641.600  0.148424E+01  0.131560E+01  0.127386E+01
  -641.500  0.161844E+01  0.143837E+01  0.139310E+01
  -641.400  0.175428E+01  0.156253E+01  0.151357E+01
  -641.300  0.189106E+01  0.168739E+01  0.163458E+01
  -641.200  0.202827E+01  0.181250E+01  0.175568E+01
  -641.100  0.216570E+01  0.193766E+01  0.187669E+01
  -641.000  0.230342E+01  0.206297E+01  0.199769E+01
  -640.900  0.244177E+01  0.218873E+01  0.211901E+01
  -640.800  0.258128E+01  0.231550E+01  0.224120E+01
  -640.700  0.272261E+01  0.244388E+01  0.236490E+01
  -640.600  0.286638E+01  0.257453E+01  0.249077E+01
  -640.500  0.301309E+01  0.270795E+01  0.261936E+01
  -640.400  0.316295E+01  0.284439E+01  0.275094E+01
  -640.300  0.331573E+01  0.298369E+01  0.288543E+01
  -640.200  0.347062E+01  0.312521E+01  0.302226E+01
  -640.100  0.362620E+01  0.326773E+01  0.316029E+01
  -640.000  0.378037E+01  0.340942E+01  0.329780E+01
  -639.900  0.393037E+01  0.354786E+01  0.343248E+01
  -639.800  0.407284E+01  0.368010E+01  0.356149E+01
  -639.700  0.420400E+01  0.380280E+01  0.368161E+01
  -639.600  0.431978E+01  0.391235E+01  0.378937E+01
  -639.500  0.441608E+01  0.400510E+01  0.388122E+01
  -639.400  0.448895E+01  0.407756E+01  0.395375E+01
  -639.300  0.453491E+01  0.412658E+01  0.400391E+01
  -639.200  0.455108E+01  0.414960E+01  0.402917E+01
  -639.100  0.453545E+01  0.414476E+01  0.402769E+01
  -639.000  0.448694E+01  0.411103E+01  0.399842E+01
  -638.900  0.440554E+01  0.404828E+01  0.394118E+01
  -638.800  0.429227E+01  0.395730E+01  0.385667E+01
  -638.700  0.414916E+01  0.383973E+01  0.374642E+01
  -638.600  0.397913E+01  0.369798E+01  0.361268E+01
  -638.500  0.378584E+01  0.353509E+01  0.345834E+01
  -638.400  0.357347E+01  0.335456E+01  0.328671E+01
  -638.300  0.334656E+01  0.316021E+01  0.310142E+01
  -638.200  0.310977E+01  0.295594E+01  0.290619E+01
  -638.100  0.286768E+01  0.274562E+01  0.270470E+01
  -638.000  0.262462E+01  0.253293E+01  0.250046E+01
  -637.900  0.238454E+01  0.232122E+01  0.229670E+01
  -637.800  0.215089E+01  0.211347E+01  0.209625E+01
  -637.700  0.192656E+01  0.191220E+01  0.190155E+01
  -637.600  0.171383E+01  0.171946E+01  0.171457E+01
  -637.500  0.151442E+01  0.153682E+01  0.153686E+01
  -637.400  0.132949E+01  0.136544E+01  0.136957E+01
  -637.300  0.115967E+01  0.120606E+01  0.121346E+01
  -637.200  0.100518E+01  0.105907E+01  0.106896E+01
  -637.100  0.865860E+00  0.924577E+00  0.936223E+00
  -637.000  0.741255E+00  0.802421E+00  0.815182E+00
  -636.900  0.630685E+00  0.692269E+00  0.705579E+00
  -636.800  0.533308E+00  0.593630E+00  0.607012E+00
  -636.700  0.448176E+00  0.505909E+00  0.518975E+00
  -636.600  0.374279E+00  0.428431E+00  0.440879E+00
  -636.500  0.310585E+00  0.360471E+00  0.372082E+00
  -636.400  0.256070E+00  0.301280E+00  0.311907E+00
  -636.300  0.209739E+00  0.250095E+00  0.259655E+00
  -636.200  0.170642E+00  0.206158E+00  0.214622E+00
  -636.100  0.137886E+00  0.168728E+00  0.176109E+00
  -636.000  0.110643E+00  0.137087E+00  0.143434E+00
  -635.900  0.881547E-01  0.110553E+00  0.115937E+00
  -635.800  0.697315E-01  0.884818E-01  0.929892E-01
  -635.700  0.547556E-01  0.702753E-01  0.740015E-01
  -635.600  0.426778E-01  0.553834E-01  0.584261E-01
  -635.500  0.330154E-01  0.433068E-01  0.457617E-01
  -635.400  0.253479E-01  0.335979E-01  0.355554E-01
  -635.300  0.193134E-01  0.258604E-01  0.274035E-01
  -635.200  0.146035E-01  0.197480E-01  0.209507E-01
  -635.100  0.109579E-01  0.149616E-01  0.158888E-01
  -635.000  0.815964E-02  0.112464E-01  0.119533E-01
  -634.900  0.602973E-02  0.838766E-02  0.892097E-02
  -634.800  0.442200E-02  0.620707E-02  0.660517E-02
  -634.700  0.321850E-02  0.455801E-02  0.485211E-02
  -634.600  0.232499E-02  0.332149E-02  0.353656E-02
  -634.500  0.166705E-02  0.240211E-02  0.255781E-02
  -634.400  0.118648E-02  0.172418E-02  0.183580E-02
  -634.300  0.838259E-03  0.122838E-02  0.130763E-02
  -634.200  0.587938E-03  0.868702E-03  0.924440E-03
  -634.100  0.409394E-03  0.609845E-03  0.648682E-03
  -634.000  0.283025E-03  0.425009E-03  0.451824E-03
  -633.900  0.194267E-03  0.294049E-03  0.312399E-03
  -633.800  0.132394E-03  0.201972E-03  0.214420E-03
  -633.700  0.895854E-04  0.137724E-03  0.146096E-03
  -633.600  0.601867E-04  0.932333E-04  0.988166E-04
